Loans,ParentsIncome,NumberOfSiblings,StudentIncome,WorkExperience,Education,MinimumWage,Grades,TuitionPaid,Years,College,OutOfState,PreferenceForNiceThings,NumberOfRoomies,State,Materials
0,44393.26503,8,28002,1,1,1,3.3,20579.03789,2,5144.759472,1,0,8,4079.884023,1065.000161
1,88193.68085,1,22000,2,1,0,3.7,66055.75526,5,6605.575526,1,6,0,9931.623454,1475.906928
0,36618.58264,9,34004,1,1,2,2.5,2090.512551,3,348.4187585,1,1,7,3612.182404,969.2363977
1,77095.51564,8,0,0,1,2,2.5,34593.34898,3,5765.558163,1,3,6,4753.636727,2105.958407
0,85002.57795,5,36003,1,0,3,1.2,22782.43494,3,3797.07249,1,9,6,9342.095949,3546.05038
1,29587.24091,1,18000,1,0,0,1.4,35565.73403,5,3556.573403,1,0,7,7973.43874,1557.720236
1,35914.26965,8,2006,6,0,1,0.1,25701.74773,3,8567.249245,0,6,9,12624.06198,1487.191328
0,79509.3143,9,24015,5,0,3,2.8,14960.48023,2,7480.240117,0,2,9,2706.294275,373.9601276
1,73012.4409,4,24000,0,1,2,0.8,35285.41378,6,2940.451148,1,0,8,12355.65373,3362.725659
0,19036.45348,6,36000,6,0,0,3.8,23798.16469,6,1983.18039,1,3,4,8932.011845,2628.559957
1,93107.48837,1,14,7,1,1,3.5,14212.00498,2,7106.002488,0,3,0,13471.68379,2374.681813
1,90366.24354,3,36000,6,0,0,1,67536.8428,6,5628.070234,1,0,8,1809.300766,4970.180959
1,50728.95706,7,2012,6,1,1,3.1,3726.185557,6,621.0309262,0,0,8,14095.39188,2602.918379
1,99475.84889,5,22008,4,0,2,1.8,82424.10259,7,5887.4359,1,2,2,2127.004305,3941.898201
0,56411.73507,3,30000,7,1,0,1.8,6104.967454,2,3052.483727,0,2,8,6455.67675,4055.927743
0,47097.87002,5,34003,1,0,3,3.7,23635.43363,5,2363.543363,1,4,8,5072.188867,1823.179269
1,9356.821036,8,10007,7,0,1,2.9,42779.90778,6,7129.984629,0,7,8,13874.02162,4102.255348
1,14138.79845,4,34000,3,1,0,2.4,7625.60177,5,1525.120354,0,8,0,13270.90319,166.1732753
0,11665.41454,9,12000,2,1,0,3.9,42397.60863,6,3533.134053,1,6,5,3875.151787,1213.654087
1,48316.92785,0,6000,1,0,0,2.4,89290.66353,7,6377.904538,1,5,9,8186.62038,3816.90759
1,775.1664309,9,16024,4,1,3,0,22758.90146,5,4551.780293,0,5,3,6804.728159,3409.77257
1,2018.589846,6,18000,6,0,0,0.9,34025.76715,5,6805.153431,0,0,9,10360.82113,1416.761381
0,43102.29318,0,36006,2,0,3,3.6,61811.90074,5,6181.190074,1,4,6,11680.51836,4614.217503
1,68067.07027,1,22018,6,0,3,3,27526.56678,3,9175.522259,0,6,2,10648.53077,4996.10003
1,24423.15271,0,2010,5,1,1,2.8,12493.60407,1,6246.802035,1,9,4,4701.102207,1755.188665
0,61900.88833,4,22000,0,0,1,2.3,12399.62167,2,6199.810837,0,8,6,32.99200584,3057.135581
1,12958.09662,1,4002,2,0,1,2.6,107451.0698,6,8954.255817,1,4,9,6541.003821,142.6425432
0,7093.934446,4,32010,5,0,2,0.4,8689.237084,7,1241.319583,0,2,9,1090.439335,663.1222613
0,40355.46129,4,16024,6,1,2,3.9,35660.28756,4,4457.535945,1,6,8,860.7372619,3112.102731
0,33983.36282,9,36016,4,1,2,2.7,5833.457116,4,729.1821395,1,5,6,10881.8888,2741.614914
1,65982.91613,9,0,2,1,0,2.5,50358.77539,6,8393.129232,0,8,7,13395.07093,4680.493879
1,98461.37747,7,14000,0,0,0,0.2,59449.60043,6,9908.266738,0,9,2,9389.191278,2295.853326
1,97777.44668,7,2008,4,1,1,1.6,1241.009182,5,248.2018364,0,2,2,14457.709,2043.36632
0,96041.11464,9,30004,4,0,1,3.9,3117.356353,2,779.3390882,1,8,7,3588.122541,2137.370537
1,76952.98088,4,28000,0,0,2,0,25936.8672,3,8645.622398,0,3,5,13114.40198,2438.040224
1,43542.69621,8,30004,2,1,1,1.6,49003.92776,5,9800.785551,0,6,8,10221.20641,4198.911362
1,26096.44517,8,24002,1,1,1,2.7,44459.87265,6,7409.978775,0,9,9,12857.68462,3799.079272
1,28109.29847,3,22004,2,1,1,0.7,58137.95208,7,8305.421725,0,6,2,992.1347536,3985.678745
0,53559.63222,4,24012,6,0,2,3.2,5545.43071,3,1848.476903,0,4,8,5624.533663,1784.142251
1,82928.10341,3,18000,0,0,1,0.1,19740.44879,3,3290.074798,1,6,7,11623.2496,1226.899207
0,84205.76616,8,30008,4,0,2,1.9,4125.911284,1,2062.955642,1,4,7,2117.689298,1400.217341
1,99640.19599,7,36004,2,0,2,0.1,12068.04958,1,6034.02479,1,7,0,7761.500144,2812.378657
0,49962.32431,2,18006,3,0,2,2.4,2980.108877,6,496.6848128,0,0,3,779.833348,2644.86587
1,43043.14003,3,10012,4,0,3,2.4,21564.35207,6,1797.029339,1,5,6,8539.747723,31.21990572
0,94042.47999,4,30008,4,0,2,1.6,9354.396725,1,9354.396725,0,4,3,11733.63503,1438.236636
1,59931.85073,2,36004,1,1,2,0.2,66036.84503,5,6603.684503,1,6,0,7963.440176,2250.369313
1,67218.55552,7,14000,7,1,0,3.1,13230.87315,2,6615.436575,0,0,0,13827.66935,497.0305625
0,38702.19381,2,28036,6,1,3,1.8,16902.43282,7,2414.63326,0,4,7,4007.534364,775.259805
1,3157.835257,8,10002,1,0,2,0.7,11109.14413,2,5554.572063,0,2,0,597.7392322,2591.623132
0,59046.49192,7,28000,6,0,0,2,682.4844671,2,341.2422336,0,1,4,10931.17122,3222.509605
1,92100.5816,0,2000,0,1,2,3.1,5701.589193,4,1425.397298,0,9,1,7002.646201,903.9566904
0,48833.70912,6,18014,7,1,1,3.1,31849.99484,5,3184.999484,1,4,9,5821.463144,4413.150308
1,90132.40362,3,22000,6,1,0,0.4,24210.73855,4,3026.342318,1,7,6,1860.840329,3791.863698
1,27235.49164,4,18002,2,0,1,3,12973.12519,4,1621.640648,1,2,1,10252.3399,4708.540559
0,3151.973154,4,24000,0,1,1,1,19376.1142,1,9688.0571,1,0,8,10293.48201,3949.657634
1,11012.28696,0,4000,4,0,0,3.9,5835.766215,2,1458.941554,1,4,3,7023.73411,3290.874101
1,26749.56559,9,22000,0,1,2,1.7,9737.071301,1,9737.071301,0,6,0,11347.3452,2948.841094
1,9424.25937,3,28003,3,0,1,1.9,98612.11616,6,8217.676347,1,8,3,14011.65256,1227.725921
0,65582.29079,6,26000,4,0,0,0,0,0,5757.228024,1,4,4,8461.68012,209.8999397
1,80286.45479,9,6014,7,0,2,0.6,45194.77526,3,7532.462543,1,8,6,1515.256845,220.601362
0,10761.09279,8,34008,4,0,2,3.1,40134.22327,7,5733.460467,0,3,2,14685.64236,1653.567635
1,79530.50838,4,22018,6,0,3,1.7,48760.37428,5,9752.074857,0,1,3,14614.38764,3245.966935
0,50774.7302,0,38000,1,0,0,0.7,2686.912702,4,671.7281755,0,8,3,9567.908989,3067.289063
1,71022.70427,6,8002,1,0,2,0.3,91700.89312,5,9170.089312,1,8,1,9964.29604,4525.03013
1,65032.97641,5,10024,6,1,2,2.7,5550.835501,1,2775.417751,1,7,4,10894.68105,1379.466388
0,43306.32449,3,38002,1,0,2,3.7,0,0,5907.578596,0,7,1,2929.197622,4524.884232
1,35385.64241,3,20004,2,0,2,0.5,57373.80153,6,9562.300254,0,5,8,9845.935556,875.4190077
0,74776.60748,8,18000,0,1,2,3.3,18849.79335,1,9424.896675,1,7,4,2287.712971,2664.795405
0,36595.21783,0,12005,5,0,1,2.3,0,0,8163.676957,0,7,3,3108.42964,3567.942841
1,5258.208491,0,8004,2,1,1,3.2,34940.82533,4,4367.603166,1,1,0,6058.023684,2433.751803
0,8008.555335,8,16028,7,1,2,3.5,66579.51079,5,6657.951079,1,2,5,6576.899609,671.5215818
1,10115.65759,6,32003,1,0,3,0.8,47050.15819,3,7841.693031,1,8,2,14698.63559,2918.517226
0,94335.73403,5,38000,6,0,0,2.5,48355.81549,5,9671.163098,0,3,8,12588.42741,2579.684768
1,2052.547363,7,26002,2,0,1,0.9,17778.6244,2,8889.312201,0,9,2,4007.413477,4207.20849
0,37905.99447,8,22000,1,0,0,3.9,35929.67707,7,5132.81101,0,9,7,2008.308381,4141.831233
0,980.6027685,5,34004,1,1,2,0.7,6062.713321,1,6062.713321,0,6,2,1875.237593,4244.21479
1,55818.37893,3,6004,4,0,1,1.5,55447.12446,6,9241.18741,0,7,4,9909.825797,4274.109612
1,92358.52338,4,8012,2,1,3,0.9,9647.27686,2,4823.63843,0,4,8,8099.799341,42.62454338
0,19327.29246,1,32008,4,1,1,2.6,14502.30558,2,3625.576394,1,6,4,14574.58842,3038.181633
0,94101.50719,7,12006,3,0,2,1.2,0,0,1245.865798,1,2,4,10863.27777,2938.78073
0,67793.15965,8,34000,0,0,0,1.4,25370.65347,3,8456.884491,0,0,5,2756.769738,3899.803656
1,26866.02312,3,2000,6,1,0,2.1,53894.12908,6,8982.354847,0,5,7,11873.73791,4675.680365
1,46915.02048,5,38006,1,1,3,2,122558.6485,7,8754.189176,1,2,0,8097.331323,458.1524829
0,46875.27215,4,36000,0,0,2,3.7,0,0,1887.728702,1,5,6,7750.946812,752.368715
1,22601.10261,7,20020,5,1,2,1.3,49780.64472,4,6222.58059,1,7,5,249.1246197,845.9810683
0,99903.08192,2,30014,7,0,2,3.4,26816.53868,3,8938.846227,0,9,3,8135.094604,628.6335783
1,91515.89674,3,4002,1,1,1,0.3,1003.6666,1,501.8333002,1,3,2,7101.7129,1941.216011
0,95163.99382,5,38000,0,1,3,3.1,13220.51907,4,3305.129767,0,4,3,2165.879646,3441.065764
1,9354.661432,4,6012,2,1,3,2.4,619.8444265,2,154.9611066,1,5,7,14301.54383,1634.145928
0,27228.3548,1,24028,7,1,2,2.2,4896.029435,3,1632.009812,0,4,9,10116.83115,4057.195364
1,13385.08646,1,4004,4,0,1,0.1,26704.58565,2,6676.146412,1,8,1,5220.319716,4380.16231
0,60554.36509,8,24006,3,1,1,2.5,0,0,7883.523054,0,7,9,4644.498135,695.7454263
0,74457.47964,7,24014,7,1,1,2.1,18492.32165,1,9246.160823,1,5,6,12744.64256,358.3321686
0,5055.152892,2,28000,6,0,0,1.3,21024.2636,4,5256.0659,0,4,8,8862.711872,1251.761429
0,65913.19837,7,14016,4,1,2,2.6,17138.90174,4,4284.725434,0,0,6,14412.64987,931.3724862
0,34533.77266,5,24042,7,1,3,0.2,2338.529507,1,1169.264753,1,2,8,4970.472837,575.3509693
1,32466.72324,9,4010,5,1,1,2.2,47870.58648,6,7978.431081,0,3,9,3010.238848,1198.133603
1,97691.32007,4,14009,3,0,3,2.1,64620.71564,7,9231.530806,0,7,9,602.1156905,1395.854794
1,20320.14625,9,4000,7,0,0,1.4,596.0991673,1,596.0991673,0,1,1,12717.71525,3056.037513
0,4729.751086,0,4008,2,1,2,0.9,1672.853341,1,836.4266704,1,3,5,4334.73631,163.3974069
1,97353.06275,5,2000,6,1,0,3.3,32764.88954,3,5460.814923,1,6,8,10410.03426,551.1999819
0,24298.93477,9,28008,4,0,2,0.3,0,0,8211.253244,1,1,7,7344.540648,692.1492637
0,75978.41187,2,38012,6,0,2,2.4,21298.99709,2,5324.749273,1,8,1,4343.094062,2220.751356
1,49773.58901,0,12004,2,1,1,3.7,7108.703534,1,3554.351767,1,8,0,14524.78446,3133.838478
1,4095.773815,6,22012,2,1,3,0.8,25797.51613,7,3685.359448,0,1,4,6418.418236,1176.446179
1,49312.51156,8,14012,2,1,3,0.3,14722.69608,2,7361.348038,0,1,3,14059.66404,737.1216609
1,71675.90131,6,18016,4,1,2,0.7,25515.07629,3,8505.025429,0,9,4,5847.565781,2817.288089
1,96051.63373,8,14006,2,0,3,3.9,30060.20687,5,6012.041375,0,6,6,7763.236588,1971.455529
1,54417.80453,1,10004,2,1,1,0.1,10087.15339,2,5043.576696,0,9,6,10574.49581,1322.035342
1,28595.99493,3,6000,5,0,0,3.2,4244.24636,2,2122.12318,0,2,6,10151.34821,4896.188374
0,86728.33086,1,24002,2,0,1,3.4,2450.867274,7,175.0619482,1,7,1,3738.894341,217.7098434
0,72027.92907,0,14000,0,0,3,3.5,31387.26426,2,7846.816064,1,2,7,8202.522159,4750.632326
1,16361.39715,8,20000,7,1,0,3.4,19975.18431,3,6658.394771,0,5,0,2965.013024,2150.014007
1,91796.52018,0,30000,3,1,0,0.5,82405.04946,5,8240.504946,1,0,4,4399.232844,2385.601685
1,80989.45493,6,16012,3,1,2,3.1,117254.0326,7,8375.288041,1,8,4,7733.757353,2220.343207
1,94399.94016,6,38006,2,0,3,0.7,62731.18903,7,8961.598433,0,7,6,14171.47314,40.17841131
1,25823.0263,5,8000,3,1,0,1.6,28662.74123,2,7165.685307,1,1,4,13091.63424,3275.805505
0,83627.74113,4,22000,7,0,0,1,554.0226422,1,554.0226422,0,6,6,12628.91473,1161.785347
1,7099.561063,5,2018,3,1,3,0.8,9850.311083,1,4925.155542,1,0,7,11576.98835,1510.612109
1,69595.04624,5,18000,4,0,0,1,14379.95373,4,1797.494217,1,3,1,12091.49513,1844.998999
0,64437.99158,7,34021,7,0,3,2.8,2818.238618,1,2818.238618,0,7,6,11178.31305,2195.469172
1,45176.33833,4,36015,5,0,3,1.7,0,0,967.951466,1,8,0,9404.8832,1500.11307
1,68694.33489,9,2036,6,1,3,0.5,36166.88701,7,5166.698145,0,1,2,4666.916557,4910.586725
0,70120.38347,4,22003,1,0,3,1.9,13724.72324,2,6862.361621,0,2,2,7736.253673,1032.259692
1,48691.64008,1,12008,2,1,2,2.3,5891.644698,4,736.4555872,1,4,1,5149.854476,2170.045132
1,17323.57097,1,12015,5,0,3,3.7,44713.57046,3,7452.261743,1,9,0,3952.731297,3715.4348
0,31524.18849,7,16012,6,0,2,0.2,0,0,9643.555287,0,1,1,4065.207936,4784.174742
0,62408.38238,1,20012,2,1,3,2,20276.52127,4,5069.130318,0,3,1,4901.50173,923.9779378
1,30081.13408,5,18002,2,0,1,0.2,93841.20033,5,9384.120033,1,0,2,8508.41797,1405.489758
1,70811.30598,7,22004,2,0,2,1.7,19100.72518,5,1910.072518,1,4,1,13961.93297,3480.311354
1,9312.128159,6,6014,7,1,1,0,32066.63938,6,5344.439896,0,5,0,1118.450399,1650.768744
1,91229.42756,1,10000,3,0,0,3.2,59141.72724,5,5914.172724,1,5,6,939.2036542,4583.943748
1,51851.90918,4,28,7,1,2,3.8,40808.81805,5,4080.881805,1,3,8,9051.185249,786.9065519
1,33918.02549,1,4006,2,0,3,0,0,0,9892.156041,0,1,4,12586.44926,4083.607124
1,78003.29196,2,24018,3,1,3,2.8,49895.46489,6,8315.910815,0,4,6,14322.75466,2965.053747
1,91892.77071,2,8000,6,1,0,0,35850.73657,3,5975.122762,1,2,5,8458.188228,1183.369126
0,84146.91851,1,18000,1,1,0,0.2,893.3704969,1,893.3704969,0,8,8,14208.3699,4334.578075
0,24652.99824,1,22006,1,1,3,1.8,0,0,6550.880368,1,6,2,2451.270532,81.38119346
1,84792.4396,1,4000,0,1,0,0.2,34437.24232,4,8609.310581,0,0,4,9193.165517,2227.188036
0,7120.320617,0,26006,2,0,3,3.8,515.7208061,2,257.8604031,0,0,4,11725.96748,2404.372165
1,53591.21894,9,8,4,1,1,3.6,12626.88064,5,1262.688064,1,1,3,12191.45036,116.630146
1,10220.69209,9,0,3,0,0,3.2,25477.71378,3,4246.28563,1,7,3,13663.14592,509.1437555
1,87979.19006,5,6002,1,0,2,0.6,8926.675864,3,1487.779311,1,6,1,10011.63873,699.8548788
1,13036.28706,9,2000,4,1,0,1.8,33432.05121,6,5572.008534,0,9,4,3484.222437,3429.829798
1,96867.71947,8,26024,6,1,2,1.6,33406.60389,4,8351.650973,0,6,7,7710.114654,3270.981446
0,85563.53277,2,20006,6,0,1,2.5,0,0,6404.837348,0,7,8,3604.238528,2636.385346
0,46439.65077,8,30000,3,1,0,3.1,16566.02627,6,2761.004378,0,6,3,5447.551615,405.1336673
1,58577.53493,8,20008,2,1,2,2.2,55628.20731,7,3973.443379,1,3,6,3270.013677,3413.89136
0,71432.06704,0,34000,0,0,1,2.3,16258.48563,3,5419.495209,0,8,5,5623.792292,3305.036612
0,15150.13189,4,30028,7,1,2,3.9,0,0,4153.562494,0,4,1,8273.006204,2635.709958
1,24539.20433,8,16012,6,1,1,3,4554.143367,4,1138.535842,0,6,3,8640.741458,73.17607477
1,41945.25557,4,26012,3,1,2,3.9,24148.81396,3,8049.604654,0,5,1,11380.21971,2216.710461
0,10880.10441,4,32000,0,0,2,1.8,3280.496529,1,3280.496529,0,2,0,3633.588995,3618.696715
1,18546.19321,7,12009,3,0,3,0.1,48368.40736,6,8061.401226,0,0,0,8522.239377,3019.483588
0,85335.0303,5,36004,1,1,2,3.2,5209.435686,1,2604.717843,1,6,6,14360.94056,956.3485683
1,69938.50195,5,16004,2,0,2,2.4,8209.093216,7,1172.727602,0,9,0,6629.597576,1262.40959
0,85632.65946,3,18002,1,1,1,2.6,3262.719225,1,1631.359613,1,8,3,3671.753513,4511.465607
0,57666.75391,3,30000,0,1,0,3.2,19217.94721,3,6405.982403,0,0,1,5896.731526,2945.551189
0,54701.48999,5,28030,5,1,3,0,13984.80698,5,2796.961396,0,5,9,10592.37762,4205.879628
0,78703.6113,0,10002,1,1,1,0.4,0,0,9532.185828,0,1,2,5941.045188,672.3115509
0,10215.69812,1,28000,3,0,0,3.6,3446.633907,1,3446.633907,0,5,5,14762.06078,171.7128832
1,82373.4244,7,10042,7,1,3,1.7,19668.69973,2,9834.349865,0,1,2,9472.810829,46.93595154
1,78834.07783,8,22001,1,0,1,2.7,91323.21691,6,7610.268076,1,7,9,10374.87183,3416.88157
1,7806.556226,7,14000,3,1,0,2.2,22577.96052,7,1612.711465,1,4,9,7880.390653,1453.741059
1,30497.45484,2,8008,4,1,1,0.2,2830.415596,4,707.603899,0,1,2,6484.123138,3945.207155
0,32569.25206,1,6000,0,0,2,3,3858.383571,6,321.5319642,1,4,4,1346.950429,116.5181517
1,69152.13155,7,20000,0,1,3,0.7,73273.28715,5,7327.328715,1,5,4,14453.069,4611.80658
0,90538.40043,7,30000,0,1,0,2.1,10028.74471,5,1002.874471,1,1,0,3127.780684,4068.807221
1,78543.57223,5,18018,6,0,3,1.1,38489.17651,3,6414.862752,1,0,6,6590.346149,2448.248063
1,19562.10751,1,16006,1,1,3,1.4,32705.39731,5,6541.079461,0,7,9,1649.549209,3586.914146
1,66291.26795,7,6000,5,1,0,1.9,3481.752732,1,3481.752732,0,4,2,4979.111494,580.9851194
0,96685.8481,1,34018,3,1,3,1.9,30407.42336,4,3800.92792,1,5,6,3915.357828,1476.472472
1,11885.52944,8,30003,3,0,1,3.4,1613.476604,3,537.8255345,0,2,0,9597.300649,2775.920358
0,87997.7078,8,24018,6,0,3,1,18446.09455,7,1317.578182,1,0,8,7867.588463,2660.326822
1,72840.73731,8,28012,2,1,3,2.9,113218.6345,7,8087.045325,1,0,7,8881.18426,2345.18079
1,33388.50717,1,16004,1,1,2,1.6,44402.90575,7,3171.636125,1,0,0,5515.552629,2431.8222
1,13147.45859,6,8000,1,1,0,2,35049.90821,3,5841.651368,1,7,7,5950.739864,2602.637219
0,18786.36442,0,26024,4,1,3,0.7,1894.348352,1,947.1741762,1,3,7,5166.122708,3704.187211
0,25634.12489,4,20004,4,0,1,1.8,9265.346524,2,4632.673262,0,3,5,648.2241506,1799.773539
1,91114.73173,7,30000,6,1,0,0.8,36684.65308,4,9171.163271,0,3,0,4755.976139,3237.037585
1,779.6807267,1,14000,0,0,3,3.8,0,0,9593.269571,0,6,0,13968.28499,3834.937248
1,16814.50109,4,10020,5,1,2,0.1,3698.91862,3,1232.972873,0,8,6,3872.796245,4139.372896
0,34896.92265,2,8002,1,0,2,3.7,3512.513735,6,585.4189559,0,8,6,355.206877,4777.471181
0,82649.85729,5,12000,7,0,0,2.7,0,0,4922.781999,1,3,4,674.405046,921.0063797
1,27081.74838,8,4020,5,1,2,1.8,38013.51358,5,7602.702717,0,4,3,10862.55473,4476.994322
1,36539.09291,3,36012,4,0,3,0.1,35700.71815,2,8925.179537,1,9,0,12538.64222,3079.652186
1,92593.07707,1,18008,4,0,2,0.6,8434.320718,1,4217.160359,1,6,2,13264.03399,1196.040718
0,19394.4286,2,12004,2,1,1,3.2,5342.834371,3,1780.94479,0,5,7,7963.006708,4014.644154
1,98535.65238,8,8021,7,0,3,0.7,6909.281335,1,6909.281335,0,7,1,4036.452181,4046.612258
0,63110.67958,6,16004,1,1,2,1.9,6821.441422,3,1136.906904,1,8,2,2349.922895,3489.779531
0,79652.10805,7,32000,7,1,0,2,1517.947643,1,1517.947643,0,1,4,1268.029371,3584.142166
1,38592.24129,8,6000,0,0,0,1,29547.85666,7,4221.122381,0,3,8,10135.69125,499.0922248
1,99874.45091,9,28000,0,0,0,2.6,62472.83052,4,7809.103815,1,8,8,3481.803437,913.3923655
0,90188.00949,9,26000,7,0,0,0.8,3079.795004,2,769.948751,1,3,5,106.5692755,1605.845377
1,92447.97077,4,34016,4,1,2,1.3,5156.723354,3,859.4538923,1,6,1,13067.76561,4815.288627
1,46448.68684,3,8010,5,1,1,2.9,24675.64764,4,6168.911911,0,8,3,10527.15224,3494.069179
0,75165.09902,3,20028,7,1,2,3.1,11472.23132,1,5736.11566,1,0,2,12487.84131,3107.245672
0,4811.98387,7,22004,1,1,2,1.8,1250.646498,3,416.8821661,0,4,2,11993.30792,414.5537081
1,60335.74794,5,8005,5,0,1,3.4,69292.66939,6,5774.389116,1,0,9,8985.105764,3885.145205
1,6462.206242,4,6042,7,1,3,0.8,55850.71792,6,9308.452987,0,7,2,8635.891341,1984.66506
0,78019.47099,6,32012,3,1,2,2.4,0,0,7639.271601,1,5,9,6847.814248,233.6159675
0,20892.13581,9,36000,7,0,0,1.4,8223.545089,2,2055.886272,1,3,5,6023.971439,4654.771698
1,2888.090438,5,10012,4,0,3,3.9,3263.661808,1,1631.830904,1,4,1,14398.26541,1794.747782
0,45797.26072,8,26042,7,1,3,1.7,0,0,4273.541073,1,8,9,9310.224472,4152.070272
0,65388.43922,8,36042,7,1,3,0.4,9048.407638,3,3016.135879,0,2,3,3579.047072,4174.082902
1,95811.01993,2,22028,7,1,2,2.1,111375.0803,7,7955.362879,1,7,4,2689.036224,1502.2623
0,95391.03754,4,38015,5,0,3,2.2,7803.990757,2,3901.995379,0,0,2,10715.41,296.568871
0,49729.42585,7,36000,1,0,0,0.4,21389.37775,7,3055.625393,0,3,3,3419.711724,3077.636754
0,75972.97789,0,26000,0,1,3,2,0,0,7817.988097,0,0,0,12775.32493,2565.997491
0,35733.91337,7,16000,0,0,0,2.4,5866.308736,1,5866.308736,0,8,5,5406.93347,451.9165792
1,80842.42295,3,26000,0,0,2,1.6,41143.99776,6,6857.332959,0,5,8,13887.55136,3304.116664
0,97987.62423,5,24003,1,0,3,3,36121.46067,2,9030.365168,1,2,7,5774.587148,3614.709925
0,70658.9848,3,36021,7,0,3,3.9,109699.4018,7,7835.67156,1,2,6,12016.68551,1874.947435
1,57992.47621,1,2014,7,1,1,3.8,20529.87061,2,5132.467653,1,9,2,14454.07669,3700.700027
0,27632.76641,8,12006,2,0,3,3.8,16233.01061,7,2319.001516,0,2,7,1060.22303,3090.533193
1,96646.20599,1,10000,6,1,0,0.1,27370.03868,4,6842.509669,0,4,7,12403.6591,728.1663566
1,91212.85897,4,38000,0,1,1,3,25895.1147,3,8631.704899,0,4,1,13027.26231,49.82578879
1,33862.05077,0,24000,0,0,3,0.6,70017.80451,5,7001.780451,1,1,5,5296.688356,2145.93982
0,91635.26727,9,20020,5,1,2,2.6,4909.03021,1,4909.03021,0,5,7,1856.006061,351.3444802
1,62059.33841,9,14002,1,0,2,0.6,18257.30997,1,9128.654987,1,2,6,6968.170449,3342.458206
1,29284.64523,0,8008,4,1,1,0.8,64568.94973,7,9224.135676,0,7,3,14443.18447,2342.624426
1,98752.43679,4,12000,0,1,0,0,3330.536281,3,555.0893801,1,7,7,14257.01532,2600.488984
1,12779.30349,6,16,4,1,2,1.4,40314.16904,6,3359.514087,1,1,3,11068.45224,347.0838702
1,1312.683944,3,28009,3,0,3,2,116713.8666,6,9726.155547,1,3,3,12115.37667,3158.848467
1,96381.03937,8,34042,7,1,3,1.4,54583.2348,5,5458.32348,1,4,1,5279.792404,4938.83684
1,46073.37513,5,18030,5,1,3,0.7,7526.860461,1,7526.860461,0,5,5,9387.653747,3260.42884
1,38495.39958,1,10004,2,1,1,1.2,24993.96661,2,6248.491652,1,6,7,244.7038724,4632.944637
1,67002.33639,2,4000,0,0,1,0.4,2577.716962,1,2577.716962,0,7,2,12038.06489,3568.570042
0,33271.6249,4,26010,5,1,1,3.1,5895.301715,5,589.5301715,1,4,8,8385.98093,1552.515411
1,49112.17057,2,36000,3,1,0,1.5,0,0,5480.325686,1,3,0,8908.847021,4672.923359
1,87056.17044,7,14004,1,1,2,2.6,70193.29476,4,8774.161845,1,4,2,12948.23201,3054.422656
1,28161.38604,5,6000,7,1,0,3.6,90391.7375,7,6456.552678,1,8,0,13198.81637,109.8343812
1,62918.08692,8,12000,4,1,0,0.3,80260.88172,6,6688.40681,1,5,5,7614.803959,4285.082334
0,82026.26964,1,38010,5,0,2,0.1,14806.70086,4,3701.675216,0,2,9,464.7514432,4971.748214
0,61338.88508,7,26000,3,0,0,3.2,281.3053284,5,56.26106569,0,3,5,2307.444768,2978.428827
0,41163.11071,1,16000,0,0,1,3.7,9724.994567,1,9724.994567,0,8,7,6880.787946,1152.69527
1,79509.53443,8,10002,1,1,1,0.1,16949.87666,6,1412.489722,1,5,0,12223.3265,1081.898772
1,11982.46751,4,6000,2,1,0,2.4,24155.0787,2,6038.769676,1,2,5,8786.266401,4318.745329
1,95209.45659,4,2006,1,1,3,3.6,30439.18059,7,4348.45437,0,6,5,4703.763441,1474.321476
1,24143.6416,1,2000,2,1,0,1.5,32744.8979,3,5457.482983,1,1,3,6874.424606,2017.355854
1,1206.647325,2,0,0,0,3,1.2,0,0,4826.619766,0,9,9,7801.285509,163.3400029
0,24628.91837,4,20000,1,0,0,2.5,0,0,775.3723982,1,6,3,6049.996206,4984.516068
1,15897.33242,6,12000,6,1,0,3.3,0,0,8336.338493,0,9,0,6153.370306,2356.503973
1,48407.40295,9,4020,5,1,2,0,0,0,9179.077165,1,1,3,3054.173237,3626.979486
1,30487.27843,1,26000,5,1,0,0.1,36712.25983,2,9178.064957,1,1,4,183.1536286,3083.041107
1,74042.4916,4,16009,3,0,3,2.8,40799.69167,5,8159.938334,0,3,4,9605.932411,2284.805897
1,3166.119914,7,4006,6,0,1,0.7,24375.11537,2,6093.778841,1,4,9,12624.40739,3843.943703
0,21157.08582,6,34005,5,0,1,3,1024.384919,3,341.4616395,0,8,9,10383.61372,3262.795818
0,46898.10967,7,12008,4,1,1,2.4,0,0,5709.893853,1,2,9,11423.85284,3122.969729
0,61905.59504,6,38000,5,0,0,2.4,0,0,4867.506098,0,6,2,77.89962233,344.8741227
1,89160.29499,2,26008,4,0,2,2.8,9007.425951,2,2251.856488,1,3,1,12563.15582,368.0113818
0,432.6445683,2,34002,1,1,1,3.6,132456.6562,7,9461.189732,1,7,4,5371.506231,4270.936734
0,42563.50218,4,32001,1,0,1,0.7,4079.046392,1,4079.046392,0,0,1,9591.389693,4719.747569
1,30273.33735,1,30000,7,1,0,3.7,49990.36334,4,6248.795417,1,6,0,10930.76566,4372.061694
1,59518.6637,9,26000,0,0,1,1.9,28975.84526,7,4139.406466,0,8,3,4720.393946,1543.162058
0,41977.70523,4,26000,0,0,3,3.6,22646.13615,3,7548.712049,0,0,1,14031.35926,1613.956615
